note, finger
60, 0
62, 1
64, 2
65, 3
67, 4
62, 1
65, 3
64, 2
67, 4
62, 1
64, 0
65, 1
69, 3
67, 2
65, 1
67, 2
69, 3
71, 0
72, 1
74, 2
72, 1
71, 0
72, 1
74, 2
76, 3
77, 4
76, 3
74, 2
72, 1
71, 0
69, 1
67, 0
74, 4
71, 2
69, 1
72, 3
71, 2
69, 1
67, 0
65, 1
64, 0
62, 1
60, 0
64, 2
62, 1
65, 3
64, 2
65, 3
67, 4
62, 1
65, 3
64, 2
60, 0
62, 1
64, 2
65, 0
67, 1
69, 2
71, 3
67, 1
72, 4
71, 3
69, 2
67, 1
71, 3
69, 0
65, 0
69, 2
67, 1
65, 0
64, 1
62, 0
65, 2
64, 1
67, 3
65, 2
65, 2
69, 4
67, 3
67, 3
64, 1
65, 2
67, 0
69, 1
71, 2
72, 0
74, 1
76, 2
77, 3
79, 0
81, 1
83, 2
84, 3
83, 2
81, 1
84, 3
83, 2
79, 0
83, 2
81, 1
79, 2
77, 2
76, 1
81, 4
79, 3
76, 1
79, 3
77, 2
76, 1
74, 0
79, 2
77, 2
76, 1
79, 3
77, 0
74, 0
77, 2
76, 1
74, 2
72, 2
71, 1
69, 0
72, 2
71, 1
69, 2
67, 2
65, 1
64, 0
69, 3
67, 2
71, 4
69, 4
65, 1
69, 3
67, 2
71, 4
65, 1
69, 3
67, 2
71, 4
65, 1
69, 3
67, 0
64, 0
65, 1
64, 2
62, 2
60, 1
