note, finger
60, 0
62, 1
64, 2
65, 3
62, 1
67, 4
62, 1
65, 3
64, 2
62, 1
64, 2
65, 0
67, 1
69, 2
71, 0
72, 1
76, 3
74, 2
72, 1
74, 2
77, 4
76, 3
74, 2
74, 2
72, 1
72, 1
71, 0
69, 2
67, 1
65, 0
67, 1
71, 2
69, 2
72, 4
67, 1
71, 3
69, 2
69, 2
67, 1
65, 0
64, 2
62, 1
60, 0
62, 1
64, 2
65, 0
67, 1
71, 3
72, 4
67, 1
71, 3
69, 2
65, 0
64, 2
62, 1
60, 0
62, 1
64, 2
65, 0
67, 1
69, 2
71, 0
72, 1
74, 1
76, 2
77, 3
79, 4
74, 1
79, 4
77, 3
76, 2
74, 1
76, 2
72, 0
71, 2
69, 1
67, 0
71, 2
69, 1
72, 3
71, 2
74, 4
72, 3
69, 1
71, 2
67, 0
65, 2
64, 1
62, 0
64, 1
65, 2
67, 1
69, 1
71, 2
72, 3
74, 0
76, 1
77, 2
79, 3
81, 4
76, 1
81, 4
79, 3
76, 1
77, 2
74, 2
72, 2
71, 1
69, 0
67, 3
65, 2
64, 1
62, 0
64, 1
65, 2
62, 0
60, 1
